Documento,Pregunta,Anotador,Respuesta
mp0141,¿Qué recomienda el gobierno uruguayo para las personas que vuelven del exterior?,SV,"""[Cuarentena de no vacunados, PCR negativo antes de ingresar al país y otro a los cinco días]. Y el que puede se guarde lo más posible"", comentó."
mp0141,¿Cuál es la situación actuál de la actividad turística?,SV,"Por otro lado, señaló que ""[la ocupación está mejorando]"" en cuanto a la actividad turística que ha sido ""muy golpeada"". ""La proa está puesta en verano, lo ideal sería llegar a un verano lo más abierto posible."
mp0144,¿Cuántas vacunas anticovid se han dado en total a la población de Brasil?,SV,"El país ha distribuido hasta este viernes 147,1 millones de vacunas, con [111,8 millones] aplicadas, de las cuales 82,2 millones fueron en primera dosis y 29,6 millones en segunda o única."
mp0144,¿Cuántas vacunas distribuyó en total el gobierno de Brasil?,SV,"El país ha distribuido hasta este viernes [147,1 millones] de vacunas, con 111,8 millones aplicadas, de las cuales 82,2 millones fueron en primera dosis y 29,6 millones en segunda o única."
mp0144,¿Cuántos casos nuevos de Covid19 registró Brasil en las últimas 24 horas?,SV,"Brasil registró en las últimas 24 horas [57.737] nuevos casos y 1.509 muertes asociadas a la covid-19. Brasil registró en las últimas 24 horas 57.737 nuevos casos y 1.509 muertes asociadas a la covid-19, con lo que superó los 19 millones de contagios durante la pandemia, según las cifras oficiales divulgadas este viernes por el Gobierno."
mp0146,¿Cuántos casos positivos de coronavirus registra Argentina desde que comenzó la pandemia?,SV,"Argentina reportó este viernes 14.518 nuevos casos de la covid-19, con lo que el número total de positivos ascendió a [4.627.537], mientras que los fallecimientos se elevaron a 98.148, tras ser notificadas 244 muertes en las últimas 24 horas."
mp0146,¿Cuál es la cantidad máxima de casos positivos de Covid19 que registró Argentina en un solo día?,SV,"Argentina registró un récord diario de casos el 27 de mayo último, cuando se reportaron [41.080] contagios, mientras que el mayor número de muertes en una sola jornada se verificó el pasado 21 de junio, con 792 fallecimientos ese día."
mp0146,¿Cuántos tests de Covid19 se realizaron en Argentina desde que comenzó la pandemia?,SV,"Hasta el momento, en Argentina se han realizado [17,5 millones] de test para detectar el virus, de los cuales 86.132 se hicieron este viernes."
mp0147,¿Qué recomienda el ministerio para las personas mayores para evitar contagios de Covid19?,SV,"En ese sentido, el ministerio recuerda a las personas mayores que vivan solos, en pareja o insertos en un núcleo familiar, ""seguir las recomendaciones para evitar contagios ([distanciamiento físico, uso de masacrilla y alcohol en gel])""."
mp0147,¿Dónde sugiere el MSP festejar el día del padre?,SV,"Se sugiere festejar [en el hogar], máxime cuando hay personas mayores conviviendo en la familia"", asegura Salud Pública."
mp0147,¿Qué recomienda el MSP en relación a los residenciales y la salida de los residentes ?,SV,"Por otro lado, para los residentes en establecimientos de larga estadía (ELEPEM) se recomienda: mantener el régimen de visitas a través de agenda; que en lo posible las visitas se realicen en espacios abiertos o bien ventilados específicamente destinados a las visita; al ingresar los visitantes deberán higienizarse las manos y mantener el tapabocas puesto durante toda la visita; se deberá mantener la distancia física durante todo el tiempo que dure la visita; el familiar no podrá transitar por el ELEPEM y deberá retirarse una vez finalizada la visita; luego de que se retire la visita se realizará la limpieza e higiene del espacio; el personal de salud controlará que se cumplan las condiciones mencionadas y [no se recomienda la salida del residente del establecimiento]"
mp0148,¿Qué centros quedaron habilitados para realizar tests de Covid19 a partir del decreto publicado por presidencia?,SV,"El decreto, publicado por Presidencia y firmado por el presidente Luis Lacalle Pou, también habilita a ""[laboratorios de análisis clínicos, clínicas médicas, servicios de salud ocupacional y otros servicios del primer nivel de atención]""."
mp0148,¿Por qué medio se realizará el registro y reporte de los tests realizados en farmacias y centros habilitados?,SV,"También deben ""asegurar el reporte diario obligatorio de la totalidad de los resultado s (tanto positivos como negativos) de los test realizados al MSP, a través de la [plataforma digital] que será disponibilizada"" por la cartera."
mp0148,¿Qué organismo controlará el cumplimiento de las normas y requisitos establecidos para realizas tests de Covid19?,SV,"Además, la dirección técnica de estos servicios será responsable ""del cumplimento de las disposiciones referidas y de las buenas prácticas de todo el personal al afectado a la realización de los test referidos y el reporte de resultados, lo cual será fiscalizado por el [MSP]""."
mp0149,¿Quién es el capitán de la selección inglesa de fútbol?,SV,"Otro que será condecorado: el capitán del equipo, [Harry Kane]. "
mp0149,¿Contra qué pais jugará Inglaterra la final de la Euro?,SV,"El domingo se llevará a cabo la final de la Eurocopa entre Inglaterra e [Italia] en el Estadio de Wembley, a partir de las 16:00 horas."
mp0149,¿En qué estadio se jugará la final de la Euro?,SV,"El domingo se llevará a cabo la final de la Eurocopa entre Inglaterra e Italia en el Estadio de [Wembley], a partir de las 16:00 horas."
ld0653,¿Para qué es la guía que se puede descargar de la página de UNICEF?,JR,"Desde la página www.unicef.org/uruguay/coronavirus#actividades es posible descargar desde una guía [para hablar sobre el Covid-19] de manera sencilla y tranquilizadora hasta un libro sobre los derechos del niño, un recetario, un álbum para colorear y un juego para celular sobre el mismo tema, llamado Right Runner, disponible en iOS y Android."
ld0653,¿De qué trata el libro disponible en la página de Unicef?,JR,"Desde la página www.unicef.org/uruguay/coronavirus#actividades es posible descargar desde una guía para hablar sobre el Covid-19 de manera sencilla y tranquilizadora hasta un libro [sobre los derechos del niño], un recetario, un álbum para colorear y un juego para celular sobre el mismo tema, llamado Right Runner, disponible en iOS y Android."
ld0653,¿Para qué plataformas está disponible el juego Right Runner?,JR,"Desde la página www.unicef.org/uruguay/coronavirus#actividades es posible descargar desde una guía para hablar sobre el Covid-19 de manera sencilla y tranquilizadora hasta un libro sobre los derechos del niño, un recetario, un álbum para colorear y un [juego para celular] sobre el mismo tema, llamado Right Runner, disponible en [iOS y Android]."
ld0654,¿Cuántos femicidios ocurrieron en la primera quincena Marzo de 2020?,JR,"En la primera quincena de marzo, en un lapso de diez días, hubo [cuatro] femicidios."
ld0654,¿A qué se dedica Magdalena Furtado?,JR,"Magdalena Furtado, [representante de ONU Mujeres en Uruguay], compartió el fragmento de la conferencia de prensa en sus redes sociales y comentó: “Las situaciones de emergencia y confinamiento como las que estamos viviendo aumentan las desigualdades de género, en particular la sobrecarga de cuidados para las mujeres y la violencia de género”."
ld0654,¿A qué se dedica Soledad Quesada?,JR,"Solana Quesada, [directora de la Asesoría para la Igualdad de Género de la Intendencia de Montevideo], también se pronunció al respecto: “Que la emergencia sanitaria no aumente las situaciones de violencia doméstica."
ld0655,¿Cuál es el sindicato de trabajadoras domésticas?,JR,"La dirigente del [Sindicato Único de Trabajadoras Domésticas (SUTD)], Yaneth Mazzoleni, aseguró el lunes que el sector atraviesa un “momento de urgencia” y manifestó especial preocupación por quienes trabajan en la informalidad."
ld0655,¿Qué porcentaje de trabajadores del servicio doméstico son mujeres?,JR,"Según el informe “Trabajo doméstico remunerado en Uruguay”, elaborado en 2019 por la Asesoría General en Seguridad Social del BPS, las mujeres representan [99%] del total de personas que trabajan en el sector."
ld0655,¿A qué se dedica Yaneth Mazzoleni?,JR,"La [dirigente del Sindicato Único de Trabajadoras Domésticas] (SUTD), Yaneth Mazzoleni, aseguró el lunes que el sector atraviesa un “momento de urgencia” y manifestó especial preocupación por quienes trabajan en la informalidad."
ld0656,¿Quiénes forman parte del jurado del concurso La Cuarentena?,JR,"El certamen contará con un jurado nacional compuesto por [Julio Pereira, Ernesto Ryan, Nicolás Garrido y Mariana Cecilio, junto con Leonardo Finotti], fotógrafo, artista visual y arquitecto brasileño."
ld0656,¿Cuál es el acrónimo de la Universidad de la República?,JR,"Hasta el domingo 12 de abril estará abierta la convocatoria del concurso de fotografía “La cuarentena”, organizado por la Facultad de Arquitectura, Diseño y Urbanismo de la Universidad de la República ([Udelar])."
ld0656,¿Cuál es la nacionalidad de Mariana Cecilio?,JR,"El certamen contará con un jurado nacional compuesto por Julio Pereira, Ernesto Ryan, Nicolás Garrido y Mariana Cecilio, junto con Leonardo Finotti, fotógrafo, artista visual y arquitecto [brasileño]."
ld0656,¿Dónde se encuentran las bases del concurso La Cuarentena?,JR,Para revisar las bases completas: [ladiaria.com.uy/U1M].
ld0658,¿Quién presentó la campaña #ProfesTiranPiques?,JR,"Por ejemplo, la [Federación Nacional de Profesores de Enseñanza Secundaria] (Fenapes) comenzó con la campaña #ProfesTiranPiques, una serie de videos de pocos minutos en los que docentes de distintas asignaturas dan recomendaciones de películas, apps o cuentas en redes sociales para seguir vinculados a las distintas materias."
ld0658,¿Quién presentó la campaña #ProfesTiranPiques?,JR,"Por ejemplo, la Federación Nacional de Profesores de Enseñanza Secundaria ([Fenapes]) comenzó con la campaña #ProfesTiranPiques, una serie de videos de pocos minutos en los que docentes de distintas asignaturas dan recomendaciones de películas, apps o cuentas en redes sociales para seguir vinculados a las distintas materias."
ld0658,¿Cómo se llama la biblioteca virtual del Frente de Participación Estudiantil?,JR,"En el comunicado explican que en [Pimba], como se llama la biblioteca, es posible encontrar fragmentos de libros, imágenes, síntesis y apuntes de materias de las carreras donde se encuentra la organización estudiantil (Medicina, Ingeniería, Química, Tecnología Médica y Parteras)."
ld0658,¿En qué red social funciona mejor la campaña #ProfesTiranPiques?,JR,"El encargado de Comunicaciones de la federación contó que la campaña está funcionando particularmente bien en [Instagram], donde “tiene buena llegada en nuestros alumnos”, y pudieron ver que los videos empezaron a circular recomendados por mensajes privados; “eso nunca nos había pasado”, aseguró el profesor."
ld0658,¿Quién es el encargado de comunicaciones del Fenapes?,JR,"“Los alumnos son nuestra prioridad, y desde que dejamos de vernos empezamos a pensar en cómo darles una orientación sobre qué hacer con el tiempo, y que la recomendación fuera por el lado de lo académico”, contó [Federico de Pallejas], encargado de Comunicación de Fenapes."
ld0659,¿Quién es la directora de Inmujeres?,JR,"La sesión extraordinaria se realizó de forma virtual y estuvo presidida por la directora del Instituto Nacional de las Mujeres (Inmujeres), [Mónica Bottero], quien en diálogo con la diaria comentó algunas de las iniciativas que se desarrollarán en los próximos días.Una de las primeras acciones será pedir formalmente a la Suprema Corte de Justicia que ordene a los juzgados especializados en violencia de género a prorrogar por 60 días las medidas cautelares para los agresores, y que se haga “de forma automática” mientras dure la emergencia sanitaria."
